date,text
2025-07-28 17:36:27+00:00,*****مطلوب *****    طحين  **  برغل  ** رز   **حمص  **   بزيلاحب ** معكرونة***                         ا***الدفع بنكي     النصيرات ***
2025-07-28 17:32:03+00:00,*****مطلوب *****    طحين  **  برغل  ** رز   **حمص  **   بزيلاحب ** معكرونة***                         ا***الدفع بنكي     النصيرات ***
2025-07-28 17:26:34+00:00,مطلوب رز حبة طويلة ضروري دفع تطبيق
2025-07-28 17:24:37+00:00,مطلوب  مطلوب مطلوب طحين التواصل خاص
2025-07-28 17:24:28+00:00,"مطلوب بطاريه اكس اس ماكس
وتكون حالتها كويسه فوق80٪
وبسعر طري 
تواصل
‏ 0567330548 ‏"
2025-07-28 17:20:48+00:00,مطلوب  مطلوب مطلوب طحين التواصل خاص
2025-07-28 17:19:07+00:00,مطلوب كيس طحين تطبيق وطحينية وسبكتي
2025-07-28 16:37:53+00:00,متوفر جوال شاومي 12 شبه جديد مشتخدم مدة قصيره معه كرتونته فقط ذاكره 256 مطلوب فيه 3000شيقل المكان غزة الشاطئ جوال 0593014640
2025-07-28 16:34:27+00:00,مطلوب طحين تطبيق
2025-07-28 16:31:22+00:00,مطلوب رصيد مقابل بنك ضروري جدا 👍
2025-07-28 16:03:11+00:00,"مطلوب جوال بحدود 2500/3000 شيكل 
من خانيونس"
2025-07-28 16:02:24+00:00,"مطلوب مواد تنظيف 
شامبو صابون او بامبرز او سوائل
للبيع التواصل خاص"
2025-07-28 15:47:35+00:00,مطلوب جوال معي ١٠٠٠ شيقل ومعي لاب توب بدون بطارية ادائو متوسط
2025-07-28 15:23:26+00:00,موجود 2000usdt ومطلوب بنكي.مقابلة شخصية دير البلح
2025-07-28 15:21:35+00:00,مطلوب خيمه الدفع كاش أو تطبيق إلي عندو يجي خاص
2025-07-28 15:13:06+00:00,"مطلوب طحينة والدفع كاش 
شمال غزة"
2025-07-28 14:58:03+00:00,مطلوب كيس طحين 25 بسعر طري
2025-07-28 14:45:24+00:00,مطلوب ايفون بحدود ٣٥٠٠ ل ٣٨٠٠ فقط بنكييييي
2025-07-28 14:42:30+00:00,"مطلوب طحينة والدفع كاش 
شمال غزة"
2025-07-28 14:27:25+00:00,"مطلوب كيس طحين تطبيق
مطلوب كيس طحين تطبيق
مطلوب كيس طحين تطبيق
مطلوب كيس طحين تطبيق"
2025-07-28 14:26:11+00:00,مطلوب طحين بنكي خان يونس ٢٥او ٥٠
2025-07-28 14:22:38+00:00,"مطلوب طحينة والدفع كاش 
شمال غزة"
2025-07-28 14:21:41+00:00,مطلوب طحين بنكي خان يونس ٢٥او ٥٠
2025-07-28 14:21:00+00:00,"مطلوب كيس طحين 25 كيلو تطبيق 

يفضل يكون بالمحافظة الوسطى"
2025-07-28 14:14:02+00:00,"مطلوب كيس طحين 25 كيلو تطبيق 

يفضل يكون بالمحافظة الوسطى"
2025-07-28 14:08:03+00:00,"مطلوب للضرورة
طحين ع التطبيق
عجوة تطبيق
عدس مجروش وعدس أسود وأرز ع التطبيق
بامبرز رقم5 أو 4، بنتفق ع آلية الشراء إن شاء الله
غزة"
2025-07-28 13:59:55+00:00,"مطلوب كيس طحين 25 كيلو تطبيق 

يفضل يكون بالمحافظة الوسطى"
2025-07-28 13:54:42+00:00,مطلوب رصيد مقابل بنك ضروري جدا 👍
2025-07-28 13:54:19+00:00,مطلوب سيولة بعمولة
2025-07-28 13:52:01+00:00,مطلوب س.يولة ضروري وسطى
2025-07-28 13:39:23+00:00,مطلوب طحين بنكي خان يونس ٢٥ او ٥٠ كيلو يتواصل معي
2025-07-28 13:34:55+00:00,مطلوب طحين بنكي
2025-07-28 13:25:14+00:00,مطلوب جوال ١٥٠٠ شيكل كاش تواصل خاص
2025-07-28 13:22:28+00:00,مطلوب رصيد مقابل بنك ضروري جدا 👍
2025-07-28 13:18:08+00:00,مطلوب كيس طحين بنكي خان يونس
2025-07-28 13:15:48+00:00,مطلوب سيولة يكون من الدير يلي عندو يتواصل معي
2025-07-28 13:14:47+00:00,مطلوب 17كيلو صلصه حمراء
2025-07-28 12:35:51+00:00,"مطلوب ايفون 7 بلس بحدود 1000-1200 تطبيق غزة السرايا
مطلوب ايفون 7 بلس بحدود 1000-1200 تطبيق غزة السرايا
مطلوب ايفون 7 بلس بحدود 1000-1200 تطبيق غزة السرايا
مطلوب ايفون 7 بلس بحدود 1000-1200 تطبيق غزة السرايا"
2025-07-28 12:35:41+00:00,"مطلوب حليب نمرة 1
ضروري"
2025-07-28 12:30:41+00:00,مطلوب حد ببيع غريبة عالتطبيق  الوسطى
2025-07-28 12:10:11+00:00,مطلوب كيس طحين تطبيق وطحينية وسبكتي
2025-07-28 12:07:39+00:00,مطلوب رصيد مقابل بنك ضروري جدا 👍
2025-07-28 12:01:58+00:00,مطلوب قالب فلافل صغير
2025-07-28 11:59:54+00:00,مطلوب رصيد مقابل بنك ضروري جدا 👍
2025-07-28 11:55:00+00:00,مطلوب رصيد جوال يكون في دير البلح
2025-07-28 11:40:36+00:00,مطلوب 3 كيلو حمص و 3 كيلو عدس و 3 كيلو رز  مقابل سيولة و 3 كيلو فاصوليا مقابل700 شيكل سيولة النصيرات
2025-07-28 11:33:58+00:00,"مطلوب لابتوب بمعالج i3-5-7 الجيل السادس فما فوق، رام 8 فما فوق، بطارية اقل شيء ساعتين، و يفضل يكون عليه SSD
و طبعا يكون سعره معقول"
2025-07-28 11:26:27+00:00,مطلوب us بسعر كويس مقابل بنكي
2025-07-28 11:16:17+00:00,"مطلوب لوحة لابتوب acer ""المذر""
E5-571G-757B"
2025-07-28 11:15:13+00:00,مطلوب روماني بسعر طري تواصل خاص
2025-07-28 11:13:53+00:00,مطلوب مطلوب شريحة سليكوم نفس اللي بالصوره بسعر حلو
2025-07-28 11:00:16+00:00,مطلوب هواية على التطبيق لو سمحتم
2025-07-28 10:51:40+00:00,"#مطلوب فرد حي او صوت
جوال 0592918210"
2025-07-28 10:46:23+00:00,مطلوب لابتوب بحدود 2000 بنكي
2025-07-28 10:44:59+00:00,"مطلوب بطاريه 9 امبير
الجنوب خانيويس"
2025-07-28 10:32:20+00:00,مطلوب كيس طحين بسعر كويس
2025-07-28 10:19:20+00:00,مطلوب تنك سيجارة MtL نفس ضيق لشيشة إلكترونية
2025-07-28 10:01:46+00:00,مطلوب كيلو طحينية تطبيق
2025-07-28 09:47:46+00:00,مطلوب لابتوب للبيع بسعر معقول مواصفات متوسطة
2025-07-28 09:47:04+00:00,مطلوب حب كلشن  كراتين  او نفل جديد او قديم يكون بسعر مناسب 👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍
2025-07-28 09:46:53+00:00,مطلوب حب كلشن  كراتين  او نفل جديد او قديم يكون بسعر مناسب 👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍
2025-07-28 09:28:23+00:00,مطلوب رصيد مقابل بنك ضروري جدا 👍
2025-07-28 09:25:50+00:00,مطلوب لابتوب للبيع بسعر معقول مواصفات متوسطة
2025-07-28 09:02:01+00:00,"مطلوب طحين تطبيق 

مطلوب طحين تطبيق 

مطلوب طحين تطبيق 

مطلوب طحين تطبيق 

مطلوب طحين تطبيق"
2025-07-28 09:01:35+00:00,"مطلوب طحين تطبيق 

مطلوب طحين تطبيق 

مطلوب طحين تطبيق 

مطلوب طحين تطبيق 

مطلوب طحين تطبيق"
2025-07-28 08:59:48+00:00,مطلوب رصيد مقابل بنك ضروري جدا 👍
2025-07-28 08:59:31+00:00,مطلوب كيس طحين تطبيق وطحينية وسبكتي
2025-07-28 08:57:58+00:00,مطلوب رصيد مقابل بنك ضروري جدا 👍
2025-07-28 08:57:43+00:00,مطلوب سيولة خانيونس
2025-07-28 08:48:43+00:00,مطلوب رصيد مقابل بنك ضروري جدا 👍
2025-07-28 08:28:25+00:00,"مطلوب 3000دولار كاش 
مقابل  15000شيكل بنكي 
فقط دير البلح 
0592649766"
2025-07-28 08:23:22+00:00,مطلوب رصيد مقابل بنك ضروري جدا 👍
2025-07-28 08:17:11+00:00,مطلوب رز و طحينة بنكي ( غزة)
2025-07-28 08:17:10+00:00,"مطلوب بامبرز و الدفع كاش او مقابل سيولة 
مطلوب بامبرز و الدفع كاش او مقابل سيولة 
مطلوب بامبرز و الدفع كاش او مقابل سيولة 
جنوووب"
2025-07-28 07:43:30+00:00,"مطلوب حسابات
ببجي ✨
 تويتر انستا حقيقية ❇️🤍"
2025-07-28 07:39:01+00:00,مطلوب كاش بنسبه معقوله  الي عندة يتواصل خاص بدي مبلغ
2025-07-28 07:33:04+00:00,مطلوب طاوله نورستا ستالستين
2025-07-28 07:25:14+00:00,"مطلوب حسابات
ببجي ✨
 تويتر انستا حقيقية ❇️🤍"
2025-07-28 07:12:44+00:00,"*مطلوب لابتوب
.
.
.
تواصل: 0592087782
.
.*"
2025-07-28 07:05:02+00:00,"مطلوب مواد تنظيف 
شامبو صابون او بامبرز او سوائل
للبيع التواصل خاص"
2025-07-28 07:00:53+00:00,"*مطلوب لابتوب
.
.
.
تواصل: 0592087782
.
.*"
2025-07-28 06:49:33+00:00,مطلوب لابتوب بحدود 2000 بنكي
2025-07-28 06:23:49+00:00,"مطلوب الواح طاقةة 
بحالة الجديد او فيه كسر بشتريه

كاش او تطبيق
المتوفر عنده يتواصل ع الرسائل و جوال
0597054091"
2025-07-28 06:19:30+00:00,مطلوب قهوة حب
2025-07-28 05:38:06+00:00,"مطلوب بطارية 60 امبير أو أكثر بحالة ممتازة والدفع نص كاش نص تطبيق
(الوسطى)"
2025-07-28 05:08:56+00:00,مطلوب جوال
2025-07-28 05:07:12+00:00,"🔴**مطلوب رصيد جوال + رصيد اوريدو الدفع تطبيق او كاش**

🔴**مطلوب رصيد جوال + رصيد اوريدو الدفع تطبيق او كاش**

🔴**مطلوب رصيد جوال + رصيد اوريدو الدفع تطبيق او كاش**

**غزة الشمال**

**تواصل خاص**"
2025-07-28 05:03:28+00:00,"مطلوب بامبرز و الدفع كاش او مقابل سيولة 
مطلوب بامبرز و الدفع كاش او مقابل سيولة 
مطلوب بامبرز و الدفع كاش او مقابل سيولة 
جنوووب"
2025-07-28 04:43:44+00:00,مطلوب كيس طحين 50
2025-07-28 03:23:54+00:00,"مطلوب مواد تنظيف 
شامبو صابون او بامبرز او سوائل
للبيع التواصل خاص"
2025-07-28 02:59:58+00:00,"مطلوب طحين للبيع ع التطبيق

مطلوب طحين للبيع ع التطبيق

مطلوب طحين للبيع ع التطبيق

المكان غزة المطلوب 2 كيس"
2025-07-27 23:56:18+00:00,كم مطلوب فيه ؟
2025-07-27 23:35:11+00:00,مطلوب تجهيز سوبر ماركت من رفوف وعلاقات و و و
2025-07-27 23:17:41+00:00,"مطلوب …
بطارية باور بانك تكون 10,000 ملي امبير تكون جديدة واصلية بسعر منيح"
2025-07-27 23:06:50+00:00,مطلوب بسكليت كهرب نخب
2025-07-27 22:52:17+00:00,مطلوب بطارية 60 امبير أو أكثر المهم بحالة ممتازة
2025-07-27 22:20:11+00:00,"مطلوب رصيد   محفضه باي بال 
مقابل كــاش"
2025-07-27 22:09:41+00:00,مطلوب جوال نضيف بسعر 2000 كاش ويكون 128 جيجا ويكون من النصيرات
2025-07-27 22:04:58+00:00,"مطلوب
 طحين 
سيرج
حمص حب 
طحينة 
رز 
الدفع كاش"
2025-07-27 22:00:46+00:00,مطلوب فليزر يكون سكان الوسطى
2025-07-27 21:59:38+00:00,مطلوب جوال نضيف بسعر 2000 كاش ويكون 128 جيجا ويكون من النصيرات
2025-07-27 21:55:54+00:00,مطلوب جوال نضيف بسعر 2000 ويكون 128 جيجا ويكون من النصيرات
2025-07-27 21:49:09+00:00,مطلوب بطاريه 18 او 40 لليدات بحاله جيده مواصي للضروره
2025-07-27 21:19:50+00:00,مطلوب كيس طحين 50
2025-07-27 21:10:30+00:00,مطلوب حد بهكر اجهزة بلايستيشن 4
2025-07-27 21:08:54+00:00,"مطلوب مسدسات حي جميع الانواع ودفع تطبيق 
مطلوب كلشن جميع الانواع ودفع تطبيق الي عندو يتواصل خاص او جوال 0595099115"
2025-07-27 21:05:32+00:00,مطلوب لوح طاقة
2025-07-27 21:03:39+00:00,مطلوب حب كلشن روماني أو روسي الي عندو يتواصل خاص او جوال 0595099115
2025-07-27 21:00:11+00:00,مطلوب كاش مقابل usdt علي سعر منيح
2025-07-27 20:57:28+00:00,"مطلوب ايفونات مسكرة ايكلاود تطبيق
7 عادي
7 بلس
8 عادي
8 بلس
11"
2025-07-27 20:56:33+00:00,"مطلوب سكر
سيرج
سمنه"
2025-07-27 20:54:24+00:00,"مطلوب سكر
سيرج
سمنه"
2025-07-27 20:51:41+00:00,"مطلوب جوال نضيف بحدود 2500 بنكي
ملاحظة معيش اي اشي كاش بدي اياه بنكي كامل شمال غزة"
2025-07-27 20:51:12+00:00,مطلوب جيب سولار. توسان  او فابيا سولار القصه الحديثه
2025-07-27 20:46:00+00:00,"مطلوب سيولة ٢٠٠٠$ تكون مصاري نظيفة يلي عندو يتواصل خاص معي
مطلوب طحين من خان يونس ٢٥ او ٥٠يلي عندو يتواصل معي كاش او بنكي"
2025-07-27 20:39:57+00:00,"*مطلوب لابتوب
.
.
.
تواصل: 0592087782
.
.*"
2025-07-27 20:29:15+00:00,مطلوب ضوء ليد RGP
2025-07-27 20:13:51+00:00,مطلوب باص فلوكس يكون نظيف
2025-07-27 20:13:25+00:00,مطلوب 1300 كاش من الاخر لو مش محتاج فلوسه ماكان بعتو كسر في الباغة فقط بتتصلح بي 200ش غزة دوار ابو مازن 0595168395
2025-07-27 20:12:11+00:00,مطلوب سيارة مرسيدس تكون نظيفة
2025-07-27 20:11:07+00:00,يعطيكو العافيه مطلوب علبة سمنة للي متوفر عندو يتواصل معي خاص لو سمحتو
2025-07-27 20:05:12+00:00,"مطلوب 
كثلة m16 نفس يلي في الصوره يلي عندو يتواصل جوال 
0567200332"
2025-07-27 19:51:07+00:00,مطلوب رصيد جوال الدفع تطبيق 🥲
2025-07-27 19:49:55+00:00,"مطلوب سيولة مبلغ 2000 دولار يلي عندو مصاري نظيفة سعرو مناسب يتواصل معي
يلي عندو طحين 25او50 خان يونس يتواصل معي"
2025-07-27 19:48:27+00:00,مطلوب ١٥  برو ماكس
2025-07-27 19:38:11+00:00,"**مطلوب

اي حدا عندو شي للبيع يتواصل معي**"
2025-07-27 19:36:17+00:00,مطلوب رصيد جوال الدفع تطبيق 🥲
2025-07-27 19:32:15+00:00,"🔴 مطلوب سلك كهرباء 50 متر
غزة - رمال ، دفع بنكي"
2025-07-27 19:30:54+00:00,مطلوب رصيد جوال الدفع تطبيق 🥲
2025-07-27 19:21:20+00:00,"*مطلوب لابتوب
.
.
.
تواصل: 0592087782
.
.*"
2025-07-27 19:16:02+00:00,"مطلوب جرجير بقدونس سلق جملة
الوسطى"
2025-07-27 19:11:27+00:00,مطلوب رصيد جوال الدفع تطبيق 🥲
2025-07-27 19:10:27+00:00,مطلوب رصيد جوال الدفع تطبيق 🥲
2025-07-27 19:10:20+00:00,مطلوب لوحة ايفون 12 عادي
2025-07-27 19:00:57+00:00,مطلوب كيس طحين 25 كيلو بسعر مناسب
2025-07-27 18:52:20+00:00,"مطلوب ردمي 11/12برو اجنص 
مطلوب ردمي 11/12برو اجنص 
مطلوب ردمي 11/12برو اجنص 
مطلوب ردمي 11/12برو اجنص 
مطلوب ردمي 11/12برو اجنص 
مطلوب ردمي 11/12برو اجنص 
مطلوب ردمي 11/12برو اجنص 
مطلوب ردمي 11/12برو اجنص 
مطلوب ردمي 11/12برو اجنص
مطلوب ردمي 11/12برو اجنص 
مطلوب ردمي 11/12برو اجنص 
مطلوب ردمي 11/12برو اجنص 
مطلوب ردمي 11/12برو اجنص 
مطلوب ردمي 11/12برو اجنص 
مطلوب ردمي 11/12برو اجنص 
مطلوب ردمي 11/12برو اجنص 
مطلوب ردمي 11/12برو اجنص 
مطلوب ردمي 11/12برو اجنص
مطلوب ردمي 11/12برو اجنص 
مطلوب ردمي 11/12برو اجنص 
مطلوب ردمي 11/12برو اجنص 
مطلوب ردمي 11/12برو اجنص 
مطلوب ردمي 11/12برو اجنص 
مطلوب ردمي 11/12برو اجنص 
مطلوب ردمي 11/12برو اجنص 
مطلوب ردمي 11/12برو اجنص 
مطلوب ردمي 11/12برو اجنص"
2025-07-27 18:51:18+00:00,مطلوب ردمي 11/12برو اجنص
2025-07-27 18:43:18+00:00,مطلوب لوح طاقة ٣٢٠ واط الدفع بنكي غزة
2025-07-27 18:32:37+00:00,مطلوب بطارية ايفون ٧ عادي
2025-07-27 18:18:27+00:00,مطلوب كيلو غاز خانيونس...
2025-07-27 18:16:59+00:00,"مطلوب usdt غرب غزة مقابل كاش ازرق طقع.
الي عندو يو اس وبدك كاش تواصل خاص"
2025-07-27 18:14:54+00:00,مطلوب جب حديث مديل فوق ل 2016 يكون سولار يلي عنده يتواصل علخاص
2025-07-27 18:11:02+00:00,مطلوب بطارية 100امبير تكون نظيفة نخب لسيارة
2025-07-27 18:07:32+00:00,"مطلوب حسابات
ببجي ✨
 تويتر انستا حقيقية ❇️🤍"
2025-07-27 18:05:25+00:00,"مطلوب سيولة بعمولة مناسبه...
المكان غزة"
2025-07-27 17:37:03+00:00,"***مطلوب لابتوب
.
.
.
تواصل: ****0592087782****
.
.***"
2025-07-27 17:32:32+00:00,"مطلوب ماتور نص حصان
ايطالي
الوسطى
يبقى خالي مشاكل 
0597338341"
2025-07-27 17:26:20+00:00,مطلوب سكر لوز الأصلي او محلي ستفيفي الاصلي
2025-07-27 16:51:55+00:00,"مطلوب حسابات
ببجي ✨
 تويتر انستا حقيقية ❇️🤍"
2025-07-27 16:46:00+00:00,"مطلوب الواح طاقةة 
بحالة الجديد او فيه كسر بشتريه

كاش او تطبيق
المتوفر عنده يتواصل ع الرسائل و جوال
0597054091"
2025-07-27 16:35:32+00:00,"مطلوب كيس طحين دفع كاش
الوسطى"
2025-07-27 16:32:14+00:00,"مطلوب علبتين حليب أطفال 
تطبيق"
2025-07-27 15:49:56+00:00,مطلوب غاز....
2025-07-27 15:45:58+00:00,مطلوب طحين دير البلح تواصل خاص
2025-07-27 15:44:16+00:00,"مطلوب طحين والدفع كاش 
الشمااال"
2025-07-27 15:26:44+00:00,"مطلوب طحين والدفع كاش 
الشمااال"
2025-07-27 15:26:02+00:00,"مطلوب طحين والدفع على التطبيق 

يكون من الوسطى"
2025-07-27 15:20:51+00:00,"مطلوب طحين بسعر مناسب
مطلوب طحين بسعر مناسب
مطلوب طحين بسعر مناسب
مطلوب طحين بسعر مناسب
مطلوب طحين بسعر مناسب
مطلوب طحين بسعر مناسب"
2025-07-27 15:20:48+00:00,"مطلوب طحين والدفع كاش 
الشمااال"
2025-07-27 15:17:14+00:00,"مطلوب عروووسه لشب مخلص جامعه عمره26 سنه 
مهر بحدود2000 او 2500"
2025-07-27 15:16:25+00:00,مطلوب مكمل احمر ( بنكي)
2025-07-27 15:12:00+00:00,"مطلوب طحين والدفع على التطبيق 

يكون من الوسطى"
2025-07-27 15:06:44+00:00,مطلوب كيس طحين بسعر منيح
2025-07-27 14:51:34+00:00,اكم مطلوب فيه
2025-07-27 14:48:02+00:00,"مطلوب كيس طحين 25 ك ب 300 شيكل كاش
اقسم بالله للدار ما عندي ولا شي
غزة النصر 
0569988133"
2025-07-27 14:42:07+00:00,"مطلوب سكر او تمر او عجوة 
غزة الشمال 
الدفع تطبيق او كاش"
2025-07-27 14:39:53+00:00,مطلوب حليب اطفال نمرة 1
2025-07-27 13:25:10+00:00,مطلوب بطارية ايفون ٧ عادي
2025-07-27 13:18:12+00:00,"مطلوب كاش 3000دولار 
مقابل 15000شيكل بنكي 
فقط دير البلح البلد دوار البركة 
او 3000دينار  مقابل 16000شيكل"
2025-07-27 13:15:27+00:00,"مطلوب usdt غرب غزة مقابل كاش ازرق طقع.
الي عندو يو اس وبدك كاش تواصل خاص"
2025-07-27 13:11:13+00:00,مطلوب طحين تطبيق 10 كيلو
2025-07-27 12:49:20+00:00,مطلوب طحين ع التطبيق
2025-07-27 12:45:55+00:00,مطلوب شريحة سلكوم
2025-07-27 12:40:42+00:00,"مطلوب حسابات
ببجي ✨
 تويتر انستا حقيقية ❇️🤍"
2025-07-27 12:27:33+00:00,"مطلوب حسابات
ببجي ✨
 تويتر انستا حقيقية ❇️🤍"
2025-07-27 12:27:11+00:00,مطلوب شريحة سلكلوم
2025-07-27 12:19:44+00:00,"مطلوب حسابات
ببجي ✨
 تويتر انستا حقيقية ❇️🤍"
2025-07-27 12:11:29+00:00,مطلوب كيس طحين بسعر مناسب
2025-07-27 12:11:02+00:00,"مطلوب حسابات
ببجي ✨
 تويتر انستا حقيقية ❇️🤍"
2025-07-27 12:06:16+00:00,"مطلوب حسابات
ببجي ✨
 تويتر انستا حقيقية ❇️🤍"
2025-07-27 12:05:58+00:00,"مطلوب usdt غرب غزة مقابل كاش ازرق طقع.
الي عندو يو اس وبدك كاش تواصل خاص"
2025-07-27 12:02:49+00:00,"مطلوب مسدس يكون نظيف اي كان نوعه 
(حلواني -براونج -عرسه ) المراسله عالخاص"
2025-07-27 11:51:25+00:00,"مطلوب 🔥🔥🔥🔥🔥🔥

غطاء بدن صيني 

الي عندو يبعت خاص"
2025-07-27 11:36:14+00:00,"مطلوب usdt غرب غزة مقابل كاش ازرق طقع.
الي عندو يو اس وبدك كاش تواصل خاص"
2025-07-27 11:36:05+00:00,مطلوب كلاشن نص كاش ونص تطبيق
2025-07-27 11:25:52+00:00,"مطلوب usdt غرب غزة مقابل كاش ازرق طقع.
الي عندو يو اس وبدك كاش تواصل خاص"
2025-07-27 11:25:49+00:00,"مطلوب الواح طاقةة 
بحالة الجديد او فيه كسر بشتريه

كاش او تطبيق
المتوفر عنده يتواصل ع الرسائل و جوال
0597054091"
2025-07-27 11:12:30+00:00,"متوفر جوال نوكيا كشاف للبيع خالي مشاكل بس زي مهو موضح بالصور خط ابيض فوق بالشاشة مش مأثر بالمرة و مدخل الشاحن خربان بطارية بتقعد من يومين لثلاثة غير هيك كلو اجنص مطلوب فيه 300 شيكل من الاخر 
للتواصل للجديين خاص او جوال ٠٥٩٥٥٧٧٦٦٦"
2025-07-27 11:08:41+00:00,"مطلوب 🔥🔥🔥🔥🔥🔥

غطاء بدن صيني 

الي عندو يبعت خاص"
2025-07-27 10:47:36+00:00,مطلوب كنترول
2025-07-27 10:40:37+00:00,"مطلوب جوال نوكيا حديث/ كشاف
زي اللي في الصورة مثلا
دير البلح"
2025-07-27 10:33:12+00:00,"مطلوب للشراء كرسي متحرك يكون جديد او مستخدم بحالة جيدة 💥💥💥
العنوان : غزة 
جوال : 0594891585"
2025-07-27 10:17:34+00:00,مطلوب دليفري يوصل بخانيونس نفسها
2025-07-27 10:06:15+00:00,مطلوب حميع انواع الفزب دايون او تايقر او حلاوه سما
2025-07-27 10:06:09+00:00,مطلوب دليفري يوصل بخانيونس نفسها
2025-07-27 09:58:00+00:00,"مطلوب
مطلوب
مطلوب
مطلوب كيس طحين 50 كيلو  300 شيكل....
غزة الجلاء او صحابة"
2025-07-27 09:39:39+00:00,"مطلوب حسابات
ببجي ✨
 تويتر انستا حقيقية ❇️🤍"
2025-07-27 09:27:55+00:00,"مطلوب
مطلوب
مطلوب
مطلوب كيس طحين 50 كيلو  300 شيكل....
غزة الجلاء او صحابة"
2025-07-27 09:13:19+00:00,"موجود جوال A32 اخو جديد 
فقط ٣ حزوز مو مااتر على اللمس بتاتاا
ذاكرة ١٢٨/٦ 
للبدل او للبيع 
للتواصل 0592356282
مطلوب ١٥٠٠ 
٥٠٠ كاش 
و١٠٠٠ تطبيق"
2025-07-27 09:07:00+00:00,مطلوب كاش مقابل بنكي غزة
2025-07-27 08:52:14+00:00,مطلوب رصيد جوال تطبيق
2025-07-27 08:50:55+00:00,مطلوب بكيت حليب بودرة اي نوع الا التمساح دير البلح
2025-07-27 08:43:42+00:00,"مطلوب حسابات
ببجي ✨
 تويتر انستا حقيقية ❇️🤍"
2025-07-27 08:42:08+00:00,مطلوب رصيد جوال تطبيق
2025-07-27 08:41:54+00:00,"🔴**مطلوب رصيد جوال + رصيد اوريدو الدفع تطبيق او كاش**

🔴**مطلوب رصيد جوال + رصيد اوريدو الدفع تطبيق او كاش**

🔴**مطلوب رصيد جوال + رصيد اوريدو الدفع تطبيق او كاش**

**غزة الشمال**

**تواصل خاص**"
2025-07-27 08:40:46+00:00,مطلوب رصيد جوال تطبيق
2025-07-27 08:37:14+00:00,"مطلوب حسابات
ببجي ✨
 تويتر انستا حقيقية ❇️🤍"
2025-07-27 08:04:43+00:00,"مطلوب حسابات
ببجي ✨
 تويتر انستا حقيقية ❇️🤍"
2025-07-27 08:03:54+00:00,"مطلوب كيس طحين بنكي 
مواصي خانيونس"
2025-07-27 08:02:22+00:00,"مطلوب رصيد جوال الى عندو يتواصل معي 
مطلوب رصيد جوال الى عندو يتواصل معي 
مطلوب رصيد جوال الى عندو يتواصل معي"
2025-07-27 07:59:05+00:00,"مطلوب كيس طحين بنكي 
مواصي خانيونس"
2025-07-27 07:56:27+00:00,"مطلوب كيس طحين بنكي 
مواصي خانيونس"
2025-07-27 07:46:35+00:00,مطلوب طحين تطبيق
2025-07-27 07:36:35+00:00,"مطلوب حسابات
ببجي ✨
 تويتر انستا حقيقية ❇️🤍"
2025-07-27 07:25:05+00:00,"موجود حساب ببجي مطلوب 400 كاش من الاخر متوافر تطبيق بعموله اليوم ✅
تفاصيل خاص

دير البلح مكاني ✅"
2025-07-27 07:19:15+00:00,"مطلوب حسابات
ببجي ✨
 تويتر انستا حقيقية ❇️🤍"
2025-07-27 07:16:55+00:00,مطلوب جهاز طاقه 3 كيلو مقابل بنكي
2025-07-27 07:10:49+00:00,"مطلوب حسابات
ببجي ✨
 تويتر انستا حقيقية ❇️🤍"
2025-07-27 07:09:46+00:00,مطلوب وصلة تايب سي
2025-07-27 06:56:00+00:00,"مطلوب حسابات
ببجي ✨
 تويتر انستا حقيقية ❇️🤍"
2025-07-27 06:54:47+00:00,"السلام عليكم 
مطلوب بطارية سيارة نقرة
50-55
ال عنده يبعتلي"
2025-07-27 06:50:57+00:00,"مطلوب  اربع بطاريات 100انبير اجداد  
ومطلوب جهاز 5كيلو من الحديثاث يدعم بطارية ليثوم"
2025-07-27 06:47:19+00:00,"مطلوب حسابات
ببجي ✨
 تويتر انستا حقيقية ❇️🤍"
2025-07-27 06:46:13+00:00,"مطلوب بامبرز و الدفع كاش او مقابل سيولة 
مطلوب بامبرز و الدفع كاش او مقابل سيولة 
مطلوب بامبرز و الدفع كاش او مقابل سيولة 
جنوووب"
2025-07-27 06:02:45+00:00,مطلوب علبة لانشون للبدل على كيلو عدس
2025-07-27 04:37:57+00:00,مطلوب سيولة يكون الورق نظيف يلي عندو يتواصل سعرها مناسب يكون
2025-07-27 04:03:52+00:00,مطلوب لوحة جوال ايفون 12برو ماكس
2025-07-27 03:58:05+00:00,"مطلوب مواد تنظيف 
شامبو صابون او بامبرز او سوائل
للبيع التواصل خاص"
2025-07-26 23:52:16+00:00,مطلوب شاشة جوال نوت ٨
2025-07-26 22:23:37+00:00,مطلوب تابلت للبيع او جوال بحدود ال ١٥٠٠
2025-07-26 22:02:19+00:00,مطلوب بلايستيشن 4 للبيع
2025-07-26 21:59:56+00:00,مطلوب بلايستيشن 4 للبيع
2025-07-26 21:48:44+00:00,"مطلوب  اربع بطاريات 100انبير اجداد  
ومطلوب جهاز 5كيلو من الحديثاث"
